# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-244 b,Confirmed,,,,,,,0.246,0.103,0.103,4.311792,8e-06,8e-06,0.05,,,,,,,,,,2014,2021-02-05,,,,,,,2455006.57568,0.001,0.001,,,,,,,,,,0.52,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19085824+4218049 b, K00864.01, KIC 6849310 b, KOI-864 b, KOI-864.01, WISE J190858.22+421804.7  b",,Kepler-244,287.24268,42.301369,,,14.306,13.852,13.73,1067.62,36.93,36.93,-0.191,,,,,,0.8,0.34,0.34,,,,,5554.0,200.0,200.0,,,"2MASS J19085824+4218049, KIC 6849310, KOI-864, WISE J190858.22+421804.7"
Kepler-244 c,Confirmed,,,,,,,0.183,0.078,0.078,9.767292,4.6e-05,4.6e-05,0.087,,,,,,,,,,2014,2021-02-05,,,,,,,2455019.57903,0.00229,0.00229,,,,,,,,,,0.49,0.19,0.19,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19085824+4218049 c, K00864.03, KIC 6849310 c, KOI-864 c, KOI-864.03, WISE J190858.22+421804.7  c",,Kepler-244,287.24268,42.301369,,,14.306,13.852,13.73,1067.62,36.93,36.93,-0.191,,,,,,0.8,0.34,0.34,,,,,5554.0,200.0,200.0,,,"2MASS J19085824+4218049, KIC 6849310, KOI-864, WISE J190858.22+421804.7"
Kepler-244 d,Confirmed,,,,,,,0.206,0.087,0.087,20.050401,0.00013,0.00013,0.14,,,,,,,,,,2014,2021-02-05,,,,,,,2455021.08718,0.00377,0.00377,,,,,,,,,,0.11,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19085824+4218049 d, K00864.02, KIC 6849310 d, KOI-864 d, KOI-864.02, WISE J190858.22+421804.7  d",,Kepler-244,287.24268,42.301369,,,14.306,13.852,13.73,1067.62,36.93,36.93,-0.191,,,,,,0.8,0.34,0.34,,,,,5554.0,200.0,200.0,,,"2MASS J19085824+4218049, KIC 6849310, KOI-864, WISE J190858.22+421804.7"
Kepler-245 b,Confirmed,,,,,,,0.229,0.016,0.016,7.49019,1.9e-05,1.9e-05,0.071,,,,,,,,,,2014,2021-02-05,,,,,,,2455007.94919,0.00132,0.00132,,,,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19263335+4226107 b, K00869.01, KIC 6948054 b, KOI-869 b, KOI-869.01, WISE J192633.32+422610.9  b",,Kepler-245,291.638965,42.436317,,,14.121,13.688,13.639,882.65,26.34,26.34,-0.028,,,0.8,,,0.8,0.05,0.05,,,,,5100.0,100.0,100.0,,,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-245 c,Confirmed,,,,,,,0.194,0.015,0.015,17.460812,7.6e-05,7.6e-05,0.124,,,,,,,,,,2014,2021-02-05,,,,,,,2454970.26441,0.00256,0.00256,,,,,,,,,,0.2,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19263335+4226107 c, K00869.03, KIC 6948054 c, KOI-869 c, KOI-869.03, WISE J192633.32+422610.9  c",,Kepler-245,291.638965,42.436317,,,14.121,13.688,13.639,882.65,26.34,26.34,-0.028,,,0.8,,,0.8,0.05,0.05,,,,,5100.0,100.0,100.0,,,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-245 d,Confirmed,,,,,,,0.27,0.019,0.019,36.277108,0.000173,0.000173,0.202,,,,,,,,,,2014,2021-02-05,,,,,,,2455034.27797,0.00264,0.00264,,,,,,,,,,0.18,0.2,0.2,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19263335+4226107 d, K00869.02, KIC 6948054 d, KOI-869 d, KOI-869.02, WISE J192633.32+422610.9  d",,Kepler-245,291.638965,42.436317,,,14.121,13.688,13.639,882.65,26.34,26.34,-0.028,,,0.8,,,0.8,0.05,0.05,,,,,5100.0,100.0,100.0,,,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-245 e,Confirmed,,,,,,,0.156,0.005,0.007,3.21982106,4.74e-06,4.74e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2454966.0031,0.00119,0.00119,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19263335+4226107 e, K00869.04, KIC 6948054 e, KOI-869 e, KOI-869.04, WISE J192633.32+422610.9 e",,Kepler-245,291.638965,42.436317,,,14.121,13.688,13.639,882.65,26.34,26.34,-0.028,,,0.8,,,0.8,0.05,0.05,,,,,5100.0,100.0,100.0,,,"2MASS J19263335+4226107, KIC 6948054, KOI-869, WISE J192633.32+422610.9"
Kepler-246 b,Confirmed,,,,,,,0.209,0.107,0.107,4.60182,8e-06,8e-06,0.052,,,,,,,,,,2014,2021-02-05,,,,,,,2455002.97887,0.00096,0.00096,,,,,,,,,,0.58,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19455602+4239483 b, K00874.01, KIC 7134976 b, KOI-874 b, KOI-874.01, WISE J194556.01+423948.1  b",,Kepler-246,296.483427,42.663429,,,13.587,13.15,13.038,637.44,9.19,9.19,0.143,,,0.86,,,0.83,0.42,0.42,,,,,5206.0,200.0,200.0,,,"2MASS J19455602+4239483, KIC 7134976, KOI-874, WISE J194556.01+423948.1"
Kepler-246 c,Confirmed,,,,,,,0.134,0.068,0.068,11.187161,7.5e-05,7.5e-05,0.095,,,,,,,,,,2014,2021-02-05,,,,,,,2454970.18172,0.00415,0.00415,,,,,,,,,,0.04,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19455602+4239483 c, K00874.02, KIC 7134976 c, KOI-874 c, KOI-874.02, WISE J194556.01+423948.1  c",,Kepler-246,296.483427,42.663429,,,13.587,13.15,13.038,637.44,9.19,9.19,0.143,,,0.86,,,0.83,0.42,0.42,,,,,5206.0,200.0,200.0,,,"2MASS J19455602+4239483, KIC 7134976, KOI-874, WISE J194556.01+423948.1"
Kepler-247 b,Confirmed,,,,,,,0.146,0.041,0.041,3.33616,7e-06,7e-06,0.042,,,,,,,,,,2014,2021-02-05,,,,,,,2454968.3129,0.00118,0.00118,,,,,,,,,,0.14,0.24,0.24,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19143420+4302214 b, K00884.03, KIC 7434875 b, KOI-884 b, KOI-884.03, WISE J191434.21+430221.6  b",,Kepler-247,288.642531,43.039291,,,13.597,13.178,13.051,676.38,14.02,14.02,0.21,0.29,0.19,0.884,0.089,0.047,0.77,0.21,0.21,,,,,5100.0,200.0,200.0,,,"2MASS J19143420+4302214, KIC 7434875, KOI-884, WISE J191434.21+430221.6"
Kepler-247 c,Confirmed,,,,,,,0.365,0.102,0.102,9.439452,7e-06,7e-06,0.084,,,,,,,,,,2014,2021-02-05,,,,,,,2455010.18536,0.00042,0.00042,,,,,,,,,,0.14,0.15,0.15,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19143420+4302214 c, K00884.01, KIC 7434875 c, KOI-884 c, KOI-884.01, WISE J191434.21+430221.6  c",,Kepler-247,288.642531,43.039291,,,13.597,13.178,13.051,676.38,14.02,14.02,0.21,0.29,0.19,0.884,0.089,0.047,0.77,0.21,0.21,,,,,5100.0,200.0,200.0,,,"2MASS J19143420+4302214, KIC 7434875, KOI-884, WISE J191434.21+430221.6"
Kepler-247 d,Confirmed,,,,,,,0.352,0.098,0.098,20.477912,2.6e-05,2.6e-05,0.14,,,,,,,,,,2014,2021-02-05,,,,,,,2455011.66798,0.00068,0.00068,,,,,,,,,,0.13,0.2,0.2,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19143420+4302214 d, K00884.02, KIC 7434875 d, KOI-884 d, KOI-884.02, WISE J191434.21+430221.6  d",,Kepler-247,288.642531,43.039291,,,13.597,13.178,13.051,676.38,14.02,14.02,0.21,0.29,0.19,0.884,0.089,0.047,0.77,0.21,0.21,,,,,5100.0,200.0,200.0,,,"2MASS J19143420+4302214, KIC 7434875, KOI-884, WISE J191434.21+430221.6"
Kepler-248 b,Confirmed,,,,,,,0.269,0.032,0.032,6.308205,1e-05,1e-05,0.066,,,,,,,,,,2014,2021-02-05,,,,,,,2455007.04657,0.00089,0.00089,,,,,,,,,,0.38,0.2,0.2,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19321473+4334528 b, K00896.02, KIC 7825899 b, KOI-896 b, KOI-896.02, WISE J193214.73+433453.1  b",,Kepler-248,293.061384,43.581356,,,13.911,13.442,13.357,754.65,13.19,13.19,0.171,,,,,,0.83,0.1,0.1,,,,,5190.0,161.0,161.0,,,"2MASS J19321473+4334528, KIC 7825899, KOI-896, WISE J193214.73+433453.1"
Kepler-248 c,Confirmed,,,,,,,0.363,0.044,0.044,16.239494,2.4e-05,2.4e-05,0.123,,,,,,,,,,2014,2021-02-05,,,,,,,2455008.56901,0.00079,0.00079,,,,,,,,,,0.08,0.19,0.19,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19321473+4334528 c, K00896.01, KIC 7825899 c, KOI-896 c, KOI-896.01, WISE J193214.73+433453.1  c",,Kepler-248,293.061384,43.581356,,,13.911,13.442,13.357,754.65,13.19,13.19,0.171,,,,,,0.83,0.1,0.1,,,,,5190.0,161.0,161.0,,,"2MASS J19321473+4334528, KIC 7825899, KOI-896, WISE J193214.73+433453.1"
Kepler-249 b,Confirmed,,,,,,,0.097,0.004,0.004,3.306539,1e-05,1e-05,0.035,,,,,,,,,,2014,2021-02-05,,,,,,,2454967.371,0.00173,0.00173,,,,,,,,,,0.26,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19475641+4339306 b, K00899.02, KIC 7907423 b, KOI-899 b, KOI-899.02, WISE J194756.45+433930.9  b",,Kepler-249,296.985068,43.658524,,,12.836,12.15,11.966,191.44,1.22,1.22,0.221,,,,,,0.48,0.02,0.02,M2 V,,,,3568.0,150.0,150.0,,,"2MASS J19475641+4339306, KIC 7907423, KOI-899, WISE J194756.45+433930.9"
Kepler-249 c,Confirmed,,,,,,,0.135,0.008,0.008,7.113702,1.8e-05,1.8e-05,0.058,,,,,,,,,,2014,2021-02-05,,,,,,,2455007.32459,0.0014,0.0014,,,,,,,,,,0.79,0.31,0.31,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19475641+4339306 c, K00899.01, KIC 7907423 c, KOI-899 c, KOI-899.01, WISE J194756.45+433930.9  c",,Kepler-249,296.985068,43.658524,,,12.836,12.15,11.966,191.44,1.22,1.22,0.221,,,,,,0.48,0.02,0.02,M2 V,,,,3568.0,150.0,150.0,,,"2MASS J19475641+4339306, KIC 7907423, KOI-899, WISE J194756.45+433930.9"
Kepler-249 d,Confirmed,,,,,,,0.14,0.012,0.012,15.368459,7e-05,7e-05,0.097,,,,,,,,,,2014,2021-02-05,,,,,,,2454980.38889,0.00254,0.00254,,,,,,,,,,0.9,0.24,0.24,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19475641+4339306 d, K00899.03, KIC 7907423 d, KOI-899 d, KOI-899.03, WISE J194756.45+433930.9  d",,Kepler-249,296.985068,43.658524,,,12.836,12.15,11.966,191.44,1.22,1.22,0.221,,,,,,0.48,0.02,0.02,M2 V,,,,3568.0,150.0,150.0,,,"2MASS J19475641+4339306, KIC 7907423, KOI-899, WISE J194756.45+433930.9"
Kepler-25 b,Confirmed,0.0275,0.0073,0.0079,,,,0.245,0.003,0.003,6.238297,1.7e-05,1.7e-05,0.068,,,0.0029,0.0017,0.0023,92.827,0.083,0.084,,2011,2021-02-05,,,,,,,2455703.42004,0.00011,0.00012,2454973.5126,,,,,,,,,0.54,0.01,0.01,,,,2.8,1.2,1.2,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19063321+3929164 b, GSC 03124-01264 b, K00244.02, KIC 4349452 b, KOI-244 b, KOI-244.02, Kepler-25 A b, TYC 3124-01264-1 b, WISE J190633.20+392916.5  b",,Kepler-25,286.638393,39.487894,11.0,,9.764,9.532,,244.96,1.41,1.41,-0.04,0.1,0.1,1.19,0.06,0.06,1.31,0.02,0.02,,11.0,,,6270.0,79.0,79.0,,,"2MASS J19063321+3929164, GSC 03124-01264, KIC 4349452, KOI-244, Kepler-25 A, TYC 3124-01264-1, WISE J190633.20+392916.5"
Kepler-25 c,Confirmed,0.0479,0.0051,0.0041,,,,0.465,0.006,0.006,12.7207,0.0001,0.00011,0.11,,,0.0061,0.0041,0.0049,92.764,0.039,0.042,,2011,2021-02-05,,,,,,,2455711.15013,0.00014,0.00014,2454986.0871,,,,,,,,,0.88,,,,,,5.63,1.3,1.3,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19063321+3929164 c, GSC 03124-01264 c, K00244.01, KIC 4349452 c, KOI-244 c, KOI-244.01, Kepler-25 A c, TYC 3124-01264-1 c, WISE J190633.20+392916.5  c",,Kepler-25,286.638393,39.487894,11.0,,9.764,9.532,,244.96,1.41,1.41,-0.04,0.1,0.1,1.19,0.06,0.06,1.31,0.02,0.02,,11.0,,,6270.0,79.0,79.0,,,"2MASS J19063321+3929164, GSC 03124-01264, KIC 4349452, KOI-244, Kepler-25 A, TYC 3124-01264-1, WISE J190633.20+392916.5"
Kepler-25 d,Confirmed,0.226,0.031,0.031,0.226,0.031,0.031,,,,122.4,0.71,0.8,,,,0.13,0.09,0.13,,,,,2014,2021-02-05,,,,,,,2455715.0,7.2,6.8,,,,,,,,,,,,,,,,9.67,1.5,1.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J19063321+3929164 d, GSC 03124-01264 d, K00244.10, KIC 4349452 d, KOI-244 d, KOI-244.10, Kepler-25 A d, TYC 3124-01264-1 d, WISE J190633.20+392916.5  d",,Kepler-25,286.638393,39.487894,11.0,,9.764,9.532,,244.96,1.41,1.41,-0.04,0.1,0.1,1.19,0.06,0.06,1.31,0.02,0.02,,11.0,,,6270.0,79.0,79.0,,,"2MASS J19063321+3929164, GSC 03124-01264, KIC 4349452, KOI-244, Kepler-25 A, TYC 3124-01264-1, WISE J190633.20+392916.5"
Kepler-250 b,Confirmed,,,,,,,0.101,0.061,0.061,4.148141,4.6e-05,4.6e-05,0.048,,,,,,,,,,2014,2021-02-05,,,,,,,2454966.39095,0.00672,0.00672,,,,,,,,,,0.75,0.3,0.3,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19182274+4408310 b, K00906.03, KIC 8226994 b, KOI-906 b, KOI-906.03",,Kepler-250,289.594765,44.141953,,,14.0,13.504,13.483,777.31,17.16,17.16,0.063,,,0.8,,,0.81,0.46,0.46,,,,,5160.0,200.0,200.0,,,"2MASS J19182274+4408310, KIC 8226994, KOI-906"
Kepler-250 c,Confirmed,,,,,,,0.203,0.117,0.117,7.156804,2.2e-05,2.2e-05,0.069,,,,,,,,,,2014,2021-02-05,,,,,,,2455007.13628,0.00167,0.00167,,,,,,,,,,0.05,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19182274+4408310 c, K00906.01, KIC 8226994 c, KOI-906 c, KOI-906.01",,Kepler-250,289.594765,44.141953,,,14.0,13.504,13.483,777.31,17.16,17.16,0.063,,,0.8,,,0.81,0.46,0.46,,,,,5160.0,200.0,200.0,,,"2MASS J19182274+4408310, KIC 8226994, KOI-906"
Kepler-250 d,Confirmed,,,,,,,0.194,0.112,0.112,17.648312,8.1e-05,8.1e-05,0.127,,,,,,,,,,2014,2021-02-05,,,,,,,2454966.545,0.00297,0.00297,,,,,,,,,,0.02,0.24,0.24,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19182274+4408310 d, K00906.02, KIC 8226994 d, KOI-906 d, KOI-906.02",,Kepler-250,289.594765,44.141953,,,14.0,13.504,13.483,777.31,17.16,17.16,0.063,,,0.8,,,0.81,0.46,0.46,,,,,5160.0,200.0,200.0,,,"2MASS J19182274+4408310, KIC 8226994, KOI-906"
Kepler-251 b,Confirmed,,,,,,,0.119,0.021,0.021,4.790936,3.7e-05,3.7e-05,0.053,,,,,,,,,,2014,2021-02-05,,,,,,,2454969.31148,0.00458,0.00458,,,,,,,,,,0.25,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19461589+4406211 b, K00907.03, KIC 8247638 b, KOI-907 b, KOI-907.03",,Kepler-251,296.566237,44.105865,,,13.96,13.596,13.632,948.98,27.65,27.65,-0.156,,,0.91,,,0.89,0.15,0.15,,,,,5526.0,100.0,100.0,,,"2MASS J19461589+4406211, KIC 8247638, KOI-907"
Kepler-251 c,Confirmed,,,,,,,0.247,0.044,0.044,16.514043,5.4e-05,5.4e-05,0.122,,,,,,,,,,2014,2021-02-05,,,,,,,2455009.11632,0.00181,0.00181,,,,,,,,,,0.2,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19461589+4406211 c, K00907.01, KIC 8247638 c, KOI-907 c, KOI-907.01",,Kepler-251,296.566237,44.105865,,,13.96,13.596,13.632,948.98,27.65,27.65,-0.156,,,0.91,,,0.89,0.15,0.15,,,,,5526.0,100.0,100.0,,,"2MASS J19461589+4406211, KIC 8247638, KOI-907"
Kepler-251 d,Confirmed,,,,,,,0.247,0.044,0.044,30.133001,0.000161,0.000161,0.182,,,,,,,,,,2014,2021-02-05,,,,,,,2455023.38322,0.00301,0.00301,,,,,,,,,,0.3,0.21,0.21,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19461589+4406211 d, K00907.02, KIC 8247638 d, KOI-907 d, KOI-907.02",,Kepler-251,296.566237,44.105865,,,13.96,13.596,13.632,948.98,27.65,27.65,-0.156,,,0.91,,,0.89,0.15,0.15,,,,,5526.0,100.0,100.0,,,"2MASS J19461589+4406211, KIC 8247638, KOI-907"
Kepler-251 e,Confirmed,,,,,,,0.247,0.044,0.044,99.640161,0.001074,0.001074,0.404,,,,,,,,,,2014,2021-02-05,,,,,,,2455031.69312,0.00519,0.00519,,,,,,,,,,0.23,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19461589+4406211 e, K00907.04, KIC 8247638 e, KOI-907 e, KOI-907.04",,Kepler-251,296.566237,44.105865,,,13.96,13.596,13.632,948.98,27.65,27.65,-0.156,,,0.91,,,0.89,0.15,0.15,,,,,5526.0,100.0,100.0,,,"2MASS J19461589+4406211, KIC 8247638, KOI-907"
Kepler-252 b,Confirmed,,,,,,,0.11,0.011,0.011,6.668391,3.1e-05,3.1e-05,0.058,,,,,,,,,,2014,2021-02-05,,,,,,,2454970.43483,0.00271,0.00271,,,,,,,,,,0.78,0.28,0.28,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19421904+4432454 b, K00912.02, KIC 8505670 b, KOI-912 b, KOI-912.02, WISE J194219.03+443245.3  b",,Kepler-252,295.579345,44.545963,,,13.24,12.65,12.466,383.59,3.53,3.53,-0.67,,,0.52,,,0.55,0.03,0.03,M0 V,,,,4208.0,150.0,150.0,,,"2MASS J19421904+4432454, KIC 8505670, KOI-912, WISE J194219.03+443245.3"
Kepler-252 c,Confirmed,,,,,,,0.192,0.012,0.012,10.848463,1.5e-05,1.5e-05,0.08,,,,,,,,,,2014,2021-02-05,,,,,,,2455004.80432,0.00081,0.00081,,,,,,,,,,0.17,0.19,0.19,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19421904+4432454 c, K00912.01, KIC 8505670 c, KOI-912 c, KOI-912.01, WISE J194219.03+443245.3  c",,Kepler-252,295.579345,44.545963,,,13.24,12.65,12.466,383.59,3.53,3.53,-0.67,,,0.52,,,0.55,0.03,0.03,M0 V,,,,4208.0,150.0,150.0,,,"2MASS J19421904+4432454, KIC 8505670, KOI-912, WISE J194219.03+443245.3"
Kepler-253 b,Confirmed,,,,,,,0.145,0.06,0.06,3.783986,1.7e-05,1.7e-05,0.046,,,,,,,,,,2014,2021-02-05,,,,,,,2454966.28036,0.00278,0.00278,,,,,,,,,,0.27,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19272207+4451291 b, K00921.03, KIC 8689373 b, KOI-921 b, KOI-921.03, WISE J192722.06+445129.2 b",,Kepler-253,291.841992,44.858089,,,14.055,13.632,13.534,858.93,20.66,20.66,0.052,,,,,,0.79,0.32,0.32,,,,,5208.0,200.0,200.0,,,"2MASS J19272207+4451291, KIC 8689373, KOI-921, WISE J192722.06+445129.2"
Kepler-253 c,Confirmed,,,,,,,0.236,0.099,0.099,10.281951,3.2e-05,3.2e-05,0.089,,,,,,,,,,2014,2021-02-05,,,,,,,2455008.33982,0.00164,0.00164,,,,,,,,,,0.49,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19272207+4451291 c, K00921.01, KIC 8689373 c, KOI-921 c, KOI-921.01, WISE J192722.06+445129.2 c",,Kepler-253,291.841992,44.858089,,,14.055,13.632,13.534,858.93,20.66,20.66,0.052,,,,,,0.79,0.32,0.32,,,,,5208.0,200.0,200.0,,,"2MASS J19272207+4451291, KIC 8689373, KOI-921, WISE J192722.06+445129.2"
Kepler-253 d,Confirmed,,,,,,,0.283,0.116,0.116,18.119869,6.6e-05,6.6e-05,0.13,,,,,,,,,,2014,2021-02-05,,,,,,,2455015.6162,0.00195,0.00195,,,,,,,,,,0.65,0.28,0.28,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19272207+4451291 d, K00921.02, KIC 8689373 d, KOI-921 d, KOI-921.02, WISE J192722.06+445129.2 d",,Kepler-253,291.841992,44.858089,,,14.055,13.632,13.534,858.93,20.66,20.66,0.052,,,,,,0.79,0.32,0.32,,,,,5208.0,200.0,200.0,,,"2MASS J19272207+4451291, KIC 8689373, KOI-921, WISE J192722.06+445129.2"
Kepler-254 b,Confirmed,,,,,,,0.345,0.165,0.165,5.826662,1e-05,1e-05,0.064,,,,,,,,,,2014,2021-02-05,,,,,,,2455006.01039,0.00101,0.00101,,,,,,,,,,0.74,0.29,0.29,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19123952+4548594 b, K00934.01, KIC 9334289 b, KOI-934 b, KOI-934.01, WISE J191239.50+454859.2  b",,Kepler-254,288.164701,45.816504,,,14.675,14.268,14.254,1446.45,75.9,75.9,-0.191,,,,,,0.91,0.43,0.43,,,,,5957.0,200.0,200.0,,,"2MASS J19123952+4548594, KIC 9334289, KOI-934, WISE J191239.50+454859.2"
Kepler-254 c,Confirmed,,,,,,,0.192,0.092,0.092,12.412183,8.2e-05,8.2e-05,0.105,,,,,,,,,,2014,2021-02-05,,,,,,,2454975.53938,0.00389,0.00389,,,,,,,,,,0.05,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19123952+4548594 c, K00934.02, KIC 9334289 c, KOI-934 c, KOI-934.02, WISE J191239.50+454859.2  c",,Kepler-254,288.164701,45.816504,,,14.675,14.268,14.254,1446.45,75.9,75.9,-0.191,,,,,,0.91,0.43,0.43,,,,,5957.0,200.0,200.0,,,"2MASS J19123952+4548594, KIC 9334289, KOI-934, WISE J191239.50+454859.2"
Kepler-254 d,Confirmed,,,,,,,0.223,0.106,0.106,18.746477,0.000121,0.000121,0.139,,,,,,,,,,2014,2021-02-05,,,,,,,2454980.12909,0.00384,0.00384,,,,,,,,,,0.15,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19123952+4548594 d, K00934.03, KIC 9334289 d, KOI-934 d, KOI-934.03, WISE J191239.50+454859.2  d",,Kepler-254,288.164701,45.816504,,,14.675,14.268,14.254,1446.45,75.9,75.9,-0.191,,,,,,0.91,0.43,0.43,,,,,5957.0,200.0,200.0,,,"2MASS J19123952+4548594, KIC 9334289, KOI-934, WISE J191239.50+454859.2"
Kepler-255 b,Confirmed,,,,,,,0.138,0.055,0.055,5.714606,5.2e-05,5.2e-05,0.063,,,,,,,,,,2014,2021-02-05,,,,,,,2454965.64035,0.006,0.006,,,,,,,,,,0.01,0.23,0.23,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19441541+4558366 b, K00938.03, KIC 9415172 b, KOI-938 b, KOI-938.03, WISE J194415.42+455836.4  b",,Kepler-255,296.064233,45.976841,,,14.227,13.854,13.689,1084.5,32.69,32.69,0.212,,,0.97,,,0.93,0.37,0.37,,,,,5573.0,200.0,200.0,,,"2MASS J19441541+4558366, KIC 9415172, KOI-938, WISE J194415.42+455836.4"
Kepler-255 c,Confirmed,,,,,,,0.267,0.105,0.105,9.946047,3.5e-05,3.5e-05,0.092,,,,,,,,,,2014,2021-02-05,,,,,,,2455004.70016,0.0021,0.0021,,,,,,,,,,0.33,0.22,0.22,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19441541+4558366 c, K00938.01, KIC 9415172 c, KOI-938 c, KOI-938.01, WISE J194415.42+455836.4  c",,Kepler-255,296.064233,45.976841,,,14.227,13.854,13.689,1084.5,32.69,32.69,0.212,,,0.97,,,0.93,0.37,0.37,,,,,5573.0,200.0,200.0,,,"2MASS J19441541+4558366, KIC 9415172, KOI-938, WISE J194415.42+455836.4"
Kepler-255 d,Confirmed,,,,,,,0.118,0.009,0.012,1.04562266,2.67e-06,2.67e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2454966.91821,0.00216,0.00216,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19441541+4558366 d, K00938.02, KIC 9415172 d, KOI-938 d, KOI-938.02, WISE J194415.42+455836.4 d",,Kepler-255,296.064233,45.976841,,,14.227,13.854,13.689,1084.5,32.69,32.69,0.212,,,0.97,,,0.93,0.37,0.37,,,,,5573.0,200.0,200.0,,,"2MASS J19441541+4558366, KIC 9415172, KOI-938, WISE J194415.42+455836.4"
